Date,PM2.5 ,PM10,NO,NO2 ,NOx ,NH3,SO2,CO,Ozone ,Benzene,Toluene,AT,RH,WS,WD ,RF,TOT-RF,SR,BP
15-02-2023,103.0208333,246.125,43.62777778,32.36944444,75.75208333,52.3875,6.215972222,1.545833333,22.57954545,1.786458333,3.596875,17.98125,58.68333333,1.028125,269.65,0,0,101.8427083,983.0052083
16-02-2023,198.4791667,423.7708333,112.071875,42.29583333,135.1188406,78.32604167,6.129513889,1.422807018,20.62083333,2.369736842,4.701315789,19.30625,68.57708333,0.63125,226.2958333,0,0,100.2739583,984.4291667
17-02-2023,248.6666667,467.6875,130.2715278,46.59722222,175.6520833,103.46875,4.229166667,2.036507937,25.265625,2.345,5.243333333,20.89583333,70.40833333,0.513541667,191.8184028,0,0,97.303125,985.5416667
18-02-2023,204.0625,371.6979167,65.659375,36.02083333,101.3458333,89.53020833,4.440972222,2.051041667,22.121875,2.856818182,7.034848485,20.18958333,70.41145833,0.678819444,241.26875,0,0,93.6625,984.85625
19-02-2023,178.0416667,406.4375,108.3197917,44.534375,151.5885417,78.48958333,5.235069444,2.187698413,19.43645833,3.01875,7.478125,21.59895833,67.490625,0.590972222,173.3916667,0,0,95.12708333,983.7760417
20-02-2023,121.78125,294.8333333,38.58958333,43.26041667,81.94375,74.94270833,4.046527778,1.489930556,15.59375,2.290625,5.50625,24.41770833,59.84895833,0.717708333,141.9854167,0,0,93.5875,980.953125
21-02-2023,121.4895833,267.6875,22.24236111,36.13715278,58.04513889,72.184375,4.123958333,1.739930556,19.678125,2.157638889,4.563888889,23.47291667,62.41666667,0.904166667,215.9333333,0,0,97.86979167,980.3135417
22-02-2023,142.0625,287.09375,61.46423611,28.51875,89.7375,79.88541667,4.216319444,2.061594203,10.921875,2.647916667,5.863541667,20.28229167,74.55104167,0.777777778,244.9020833,0,0,84.88958333,982.5677083
23-02-2023,99.55208333,228.5,38.75833333,30.00520833,68.778125,57.64270833,3.513888889,1.270833333,15.89479167,1.708333333,4.267708333,20.571875,62.11770833,0.947916667,270.7541667,0,0,99.65416667,982.621875
24-02-2023,92.58333333,258.6979167,47.17638889,32.35555556,79.61527778,52.68958333,4.428819444,1.615909091,16.69583333,1.663405797,3.805072464,20.27916667,61.690625,0.828125,256.46875,0,0,100.1854167,984.4197917
25-02-2023,123.7708333,376.15625,81.08913043,37.11050725,118.0224638,63.81041667,5.795138889,1.493253968,19.93125,1.615833333,3.419583333,21.47326389,62.49861111,0.7,231.796875,0,0,102.2486111,986.0517361
26-02-2023,144.3645833,357.3854167,73.54340278,44.79652778,118.0704861,74.49791667,5.620486111,1.849652778,19.68333333,2.164285714,6.261904762,23.30729167,59.58333333,0.716666667,164.3385417,0,0,99.52708333,987.4770833
27-02-2023,112.4583333,300.6979167,61.67777778,37.27291667,98.84722222,68.040625,4.316319444,1.975,18.48958333,2.681944444,6.904166667,23.21979167,59.30833333,0.694444444,241.14375,0,0,98.115625,986.9729167
28-02-2023,88.6875,269.7291667,41.92638889,29.74201389,71.565625,61.68541667,4.222222222,1.385416667,16.33333333,2.277083333,6.4,23.09166667,57.45729167,0.965625,186.890625,0,0,101.4052083,987.1104167
01-03-2023,84.04166667,322.7916667,87.81284722,35.80104167,121.5017361,58.61979167,6.230208333,1.720238095,16.140625,2.39,6.93625,23.39375,51.76354167,0.91875,147.0395833,0,0,97.31458333,988.3697917
02-03-2023,100.3645833,265.5,40.00104167,31.146875,70.646875,74.50833333,4.437152778,1.451587302,17.00208333,2.684782609,6.705434783,23.50729167,58.290625,0.805208333,254.5083333,0,0,109.821875,988.4770833
03-03-2023,71.84375,176.7604167,12.23229167,22.378125,34.34930556,50.00833333,5.002083333,1.325347222,17.73333333,2.202536232,4.053623188,23.78854167,58.32604167,1.041666667,300.8625,0,0,111.1854167,988.625
04-03-2023,51.80208333,178.1145833,13.76485507,23.02282609,36.55289855,61.93913043,6.109722222,1.38125,17.03923611,1.663541667,2.802083333,22.58472222,56.42465278,1.072222222,284.9302083,0,0,110.6631944,989.0444444
05-03-2023,52.29166667,144.0625,14.21701389,21.07291667,34.66979167,76.03854167,4.16875,1.371875,20.425,1.534375,2.514583333,23.725,55.49583333,1.061458333,294.5875,0,0,121.0458333,987.80625
06-03-2023,75.92708333,131.3333333,33.29456522,29.09130435,61.88478261,62.78125,3.427083333,1.316319444,22.51354167,2.016666667,3.410416667,23.18541667,58.69895833,0.977083333,276.2020833,0,0,117.3354167,985.6260417
07-03-2023,82.18421053,104.3552632,59.33263889,32.8875,91.728125,39.21702899,3.579166667,1.174275362,22.05104167,2.301190476,4.770634921,23.1875,55.07395833,0.738541667,260.1,0,0,121.8166667,985.28125
08-03-2023,61.375,78.3125,41.03194444,27.82083333,68.125,45.92395833,3.931597222,0.988405797,25.92083333,2.45,4.328125,23.659375,54.1125,0.748958333,210.8458333,0,0,119.8697917,986.446875
09-03-2023,50.97727273,70.92045455,13.87862319,23.59094203,36.68188406,45.69791667,3.605555556,0.626811594,28.77604167,1.002651515,2.729545455,24.54583333,51.615625,0.811458333,245.5822917,0,0,121.34375,986.2041667
10-03-2023,75.38235294,181.2941176,19.97256944,28.85416667,48.82430556,49.11215278,3.272569444,1.063888889,21.271875,2.147916667,3.885416667,23.63541667,60.0875,0.889583333,274.49375,0,0,118.1833333,985.3520833
11-03-2023,96.02430556,253.5451389,48.37430556,36.78541667,85.09270833,41.97916667,3.025347222,1.220138889,20.71979167,2.320075758,4.380681818,24.346875,56.31666667,0.7125,218.0635417,0,0,120.79375,984.996875
12-03-2023,90.88541667,261.21875,63.65729167,42.396875,105.9760417,35.6615942,4.316319444,1.220634921,24.18229167,2.601984127,7.253571429,25.92395833,51.05208333,0.753125,224.9552083,0,0,127.3885417,984.2854167
13-03-2023,96.72916667,257.7916667,46.47291667,43.91354167,90.32916667,40.9875,5.336458333,1.192460317,23.08645833,2.403472222,6.366319444,26.409375,52.65208333,0.739930556,228.8166667,0,0,125.99375,982.809375
14-03-2023,100.90625,250.8541667,32.534375,31.88229167,64.1875,50.82951389,3.938194444,1.099652778,20.01875,2.323958333,4.138541667,25.8875,55.66979167,0.845833333,241.0416667,0,0,125.2760417,980.0604167
15-03-2023,97.88541667,288.5520833,60.42847222,43.88020833,104.1614583,35.00798611,4.350347222,1.271875,22.334375,2.34047619,6.571428571,26.37083333,53.60104167,0.632291667,218.5145833,0,0,126.228125,978.9927083
16-03-2023,86.05208333,226.2916667,19.63506944,38.46875,57.99895833,44.46875,4.953472222,0.563888889,22.12083333,2.298913043,4.460869565,27.43541667,46.384375,0.95,149.4635417,0,0,108.590625,979.8947917
17-03-2023,86.53125,219.9270833,12.81041667,37.109375,49.90416667,45.07395833,5.697916667,0.876736111,22.11979167,2.447916667,4.733333333,25.09166667,49.41041667,0.916666667,176.6322917,0,0,113.8052083,981.5479167
18-03-2023,71.56944444,123.9930556,9.36875,28.91944444,38.28576389,55.44270833,2.878819444,0.707638889,13.43402778,2.201388889,3.704166667,21.26354167,68.83993056,1.300694444,93.31979167,0.036458333,0.036458333,90.953125,981.3607639
19-03-2023,77.72916667,129.96875,28.94375,34.01041667,62.91979167,55.353125,2.646180556,0.7375,13.43854167,1.941666667,4.738541667,21.38020833,72.34583333,0.736458333,126.7322917,0.072916667,0.072916667,114.2489583,979.08125
20-03-2023,43.80208333,104.9166667,27.39166667,26.65208333,53.95416667,52.86770833,1.378819444,1.143401101,14.196875,1.177083333,3.127083333,20.63333333,71.609375,0.991666667,179.0229167,0.130208333,0.130208333,127.3177083,978.0083333
21-03-2023,42.14583333,77.38541667,7.622569444,22.79895833,30.35833333,50.8625,1.959375,0.766666667,21.50104167,1.438194444,4.041666667,20.86041667,68.671875,1.033333333,176.6708333,0,0,156.6083333,979.0052083
22-03-2023,80.61458333,183.8645833,32.04375,32.421875,64.53020833,40.88680556,2.266319444,0.908680556,25.10208333,2.054166667,4.425,22.02291667,66.67291667,0.777083333,216.9979167,0,0,163.2697917,980.4052083
23-03-2023,75.09722222,201.5833333,37.61421569,28.55196078,66.14803922,43.4625,2.427941176,0.981018519,19.44047619,1.815686275,3.514215686,21.14074074,66.0125,0.693981481,262.9990741,0,0,175.1921296,979.150463
24-03-2023,74.10416667,180.71875,37.11979167,36.69930556,73.81041667,41.92395833,2.603819444,0.79375,12.08977273,1.923188406,5.225,22.390625,65.71145833,0.898958333,138.7322917,0.0625,0.0625,78.90625,978.5916667
25-03-2023,44.04166667,143.4895833,35.05104167,29.921875,64.97083333,38.74375,0.99384058,1.065625,18.76145833,1.221875,3.814583333,23.27291667,64.0625,0.883333333,98.87291667,0.005208333,0.005208333,159.228125,981.2739583
26-03-2023,62.54166667,200.7604167,7.915625,26.51666667,34.46666667,33.67708333,0.799561404,0.457291667,25.675,1.595833333,4.140625,25.05833333,50.86354167,1.047916667,183.8913194,0,0,151.3791667,980.715625
27-03-2023,76.60416667,171.7604167,10.43472222,24.42395833,34.86770833,41.29479167,11.03923611,0.654166667,25.25208333,1.45,2.886458333,23.48333333,56.315625,0.895833333,267.0375,0,0,157.1927083,980.0739583
28-03-2023,81.42708333,196.5625,20.20681818,30.95227273,51.11590909,34.85729167,4.280208333,0.885763889,21.05,1.784090909,3.628409091,24.62083333,53.42916667,0.819791667,222.1697917,0,0,165.2375,979.6916667
29-03-2023,73.88541667,197.9479167,19.29895833,43.09270833,62.11354167,32.52048611,4.159375,0.819791667,26.8375,2.476736111,4.649652778,26.11666667,50.153125,0.720833333,138.1458333,0.010416667,0.010416667,141.7854167,980.040625
30-03-2023,63.125,157.6041667,18.15833333,29.93125,48.00416667,45.84166667,3.784375,0.75625,34.56770833,1.677272727,3.925,24.15208333,58.309375,1.145833333,111.8322917,0.171875,0.171875,140.578125,978.4479167
31-03-2023,26.5,57.07291667,8.276041667,27.16666667,35.26770833,49.61041667,1.373611111,0.611805556,21.353125,0.941666667,3.083333333,21.01666667,69.946875,0.85625,152.4302083,0.036458333,0.036458333,120.6427083,978.4770833
01-04-2023,36.90625,90.15625,22.42395833,31.9375,54.3625,35.56979167,1.165972222,0.771875,20.72083333,1.009375,2.620833333,21.72708333,68.20729167,0.615277778,171.0645833,0.015625,0.015625,156.3114583,979.021875
02-04-2023,60.08333333,185.4375,61.321875,35.93020833,97.19270833,25.64131944,2.499637681,1.301388889,18.07048611,2.209027778,6.006597222,23.85208333,62.81875,0.736111111,192.7916667,0,0,157.5104167,977.934375
03-04-2023,67.96875,210.4791667,34.09166667,34.46979167,68.565625,37.46875,1.902430556,0.8625,23.31875,2.066666667,5.775,25.11145833,58.70625,0.9,126.1,0,0,168.5625,976.6791667
04-04-2023,46.07291667,149.3541667,20.053125,24.98333333,45.078125,39.621875,2.028819444,0.716666667,22.37048611,1.338768116,3.57826087,25.18958333,54.48020833,0.991666667,227.0145833,0,0,173.3,978.896875
05-04-2023,80.15625,237.1458333,51.246875,31.19166667,80.76041667,35.62121212,5.292013889,0.939855072,21.41354167,1.64384058,4.503985507,25.74895833,49.03715278,0.840972222,248.4072917,0,0,185.6513889,979.5003472
06-04-2023,58.375,201.2604167,33.04270833,26.74166667,59.8,35.6192029,4.473611111,0.756349206,24.25833333,1.121590909,3.431818182,26.66875,43.46354167,1.075,253.8520833,0,0,175.5260417,981.7614583
07-04-2023,55.10416667,169.3333333,18.56770833,26.53854167,45.04375,35.08020833,4.272916667,0.711458333,28.70833333,1.232291667,3.523958333,27.08854167,40.74270833,0.972916667,290.35,0,0,198.1520833,983.1447917
08-04-2023,93.27083333,245.0520833,39.55555556,33.09895833,72.56666667,35.91840278,6.059722222,1.027083333,28.59270833,1.807291667,3.998958333,26.91875,39.58645833,0.759027778,244.6947917,0,0,194.340625,983.6958333
09-04-2023,124,330.1666667,82.43090278,41.24166667,123.4770833,31.61493056,5.724652778,1.275362319,24.4192029,2.304545455,5.469318182,27.35208333,41.340625,0.61875,226.9260417,0,0,194.8197917,983.6020833
10-04-2023,109.9270833,325.3125,65.16631944,42.121875,107.1364583,41.12118056,7.134375,1.197916667,21.98055556,2.352777778,4.562152778,27.68333333,40.409375,0.675,245.6166667,0,0,178.61875,981.7635417
11-04-2023,138.0416667,365.5520833,66.58863636,41.53636364,107.9556818,60.61022727,12.80227273,1.180681818,20.42608696,2.398958333,4.475,28.75625,41.00833333,0.803125,272.9541667,0,0,191.5760417,980.9583333
12-04-2023,94.27083333,289.65625,37.35381944,32.47222222,69.73784722,63.82256944,5.953472222,0.933680556,18.95729167,2.058333333,2.986805556,29.928125,40.765625,0.860763889,273.51875,0,0,149.9552083,980.3875
13-04-2023,110.5729167,327.1666667,75.515625,36.81770833,112.1666667,57.43229167,7.634722222,1.296875,19.67430556,2.476388889,3.923263889,30.36770833,40.53125,0.696875,264.715625,0,0,194.6697917,978.6072917
14-04-2023,117.5972222,354.5729167,68.98263889,37.08854167,105.9385417,54.81041667,5.876041667,1.116666667,16.10034722,2.620588235,2.875490196,31.03020833,38.63020833,0.58125,250.7770833,0,0,190.4520833,977.8177083
15-04-2023,118.28125,423.4895833,105.7229167,51.95520833,157.55,61.98090278,4.795833333,1.269736842,25.70243056,2.447222222,6.231666667,32.18229167,38.090625,0.484375,194.0302083,0,0,174.790625,977.1770833
16-04-2023,69.14583333,298.0833333,80.22534722,43.61666667,123.5322917,61.14791667,4.364930556,1.048863636,16.484375,2.251587302,6.165079365,32.77604167,37.80208333,0.776041667,238.9864583,0,0,164.6833333,976.3729167
17-04-2023,79.15625,321.3020833,95.41527778,38.478125,128.3166667,59.40416667,4.074652778,1.345238095,18.87326389,2.02875,4.52125,33.04270833,39.47916667,0.520833333,236.28125,0,0,178.696875,976.1322917
18-04-2023,79.5625,343.125,78.06111111,34.67708333,112.621875,64.87048611,2.94384058,1.198106061,12.79166667,2.24875,6.8575,33.23541667,40.01909722,0.810069444,263.7309028,0,0,167.7246528,977.1680556
19-04-2023,59.92708333,295.9565217,7.745138889,22.05590278,29.72395833,54.08854167,3.860069444,0.731818182,28.89270833,1.361805556,3.874305556,31.96979167,41.15833333,1.209375,180.2864583,0,0,169.1885417,975.14375
20-04-2023,42.77083333,157.53125,16.82291667,23.06770833,39.93854167,52.17083333,4.506597222,0.879166667,19.70729167,1.479166667,3.292708333,29.65416667,46.05729167,0.883333333,231.4395833,0.072916667,0.072916667,168.459375,972.2791667
21-04-2023,43.67708333,180.5729167,11.52916667,27.821875,39.31041667,50.39270833,3.517013889,0.83125,25.81145833,1.434722222,3.682986111,29.94583333,41.93125,0.948611111,143.1197917,0,0,188.8885417,973.540625
22-04-2023,37.23958333,155.5,4.678125,23.33125,28.003125,41.91354167,4.035763889,0.689583333,41.16145833,1.308333333,3.698958333,30.546875,36.98125,0.982291667,114.6177083,0,0,200.609375,974.6697917
23-04-2023,20.96875,113.6770833,9.310416667,20.253125,29.62083333,36.61145833,2.15625,0.772463768,36.52708333,0.807291667,2.509375,27.08333333,38.66041667,1.166666667,227.6625,0,0,91.52916667,976.56875
24-04-2023,58.28125,183.8541667,10.778125,32.865625,43.63854167,43.8,6.375,0.911458333,32.35208333,1.936458333,3.54375,27.34166667,41.76458333,0.833333333,155.953125,0,0,160.78125,979.6989583
25-04-2023,50,163.4895833,13.64583333,32.80416667,46.42395833,43.003125,4.776736111,1.135763889,40.33958333,2.018402778,3.696180556,28.221875,42.28854167,0.911111111,111.3635417,0,0,184.8833333,981.028125
26-04-2023,81.67708333,240.8541667,16.78229167,47.7875,64.55104167,43.440625,6.894791667,1.223611111,39.74375,2.627083333,5.779166667,30.28229167,41.14166667,0.696875,146.746875,0,0,159.8479167,977.6447917
27-04-2023,70.34375,238.9166667,13.95729167,36.67604167,50.64270833,42.90729167,6.483333333,1.026041667,41.78368056,2.31875,3.66875,30.76770833,40.40208333,0.958333333,157.05625,0.010416667,0.010416667,158.8416667,977.0583333
28-04-2023,63.80208333,191.8125,10.99305556,40.37604167,51.31458333,50.09270833,5.448263889,1.3125,30.60208333,2.318055556,7.335069444,28.78333333,44.51979167,0.78125,158.7739583,0,0,99.32708333,978.3729167
29-04-2023,67.08333333,230.4479167,12.93645833,28.18541667,41.16041667,52.259375,5.342708333,1.057291667,21.16041667,2.001041667,3.705208333,27.9,46.77083333,0.870833333,240.9770833,0,0,102.465625,977.053125
30-04-2023,55.67708333,135.3645833,7.83125,26.64791667,34.515625,53.315625,4.605555556,1.0375,28.953125,1.603125,3.946875,25.80416667,54.07083333,0.857291667,162.1604167,0,0,80.7875,976.7270833
01-05-2023,45.02083333,85.38043478,7.140625,21.15833333,28.31041667,60.346875,2.973611111,1.046875,14.09583333,1.591666667,3.665625,22.21458333,72.29166667,1.091666667,84.69791667,0.083333333,0.083333333,42.5125,977.278125
02-05-2023,40.91666667,87.90625,5.173611111,18.67395833,23.765625,60.04791667,3.229513889,0.954166667,23.81770833,1.175,3.095833333,23.71458333,69.67395833,1.133333333,76.90520833,0,0,101.3697917,978.8385417
03-05-2023,40.41666667,96.89583333,12.009375,25.33958333,37.334375,53.85,3.772569444,1.070833333,19.51354167,1.547916667,4.33125,23.553125,71.68958333,0.851041667,118.9447917,0.25,0.25,123.35625,979.65
04-05-2023,52.22916667,128.7604167,18.82881944,33.44444444,52.028125,52.46666667,2.530208333,1.242708333,28.50833333,1.55615942,4.412681159,25.47291667,64,0.638541667,137.4,0,0,202.06875,979.5239583
05-05-2023,75.72916667,215.8229167,28.82951389,35.80034722,64.57048611,51.15520833,3.442013889,1.520486111,29.5875,1.992424242,5.604166667,27.85833333,56.8625,0.575,239.8552083,0,0,178.5458333,977.334375
06-05-2023,140.71875,309.3125,22.515625,31.36770833,53.878125,51.54270833,6.785069444,1.087152778,21.56006944,2.354545455,3.817045455,28.8875,51.621875,0.805208333,267.703125,0,0,163.690625,975.609375
07-05-2023,68.09722222,206.9895833,18.53611111,29.19756944,47.45069444,43.77326389,5.128125,1.025347222,34.70625,1.462152778,3.269444444,29.87326389,48.91979167,0.873611111,177.9854167,0,0,181.4097222,974.5395833
08-05-2023,52.09375,152.7916667,8.525,29.07395833,37.57604167,52.30833333,3.6,1.06875,30.95833333,1.502083333,3.222916667,30.43229167,48.50833333,0.9375,120.8989583,0,0,189.4635417,974.1927083
09-05-2023,113.3645833,282.7916667,15.56770833,28.14166667,43.60520833,46.25208333,7.205208333,1.186458333,38.815625,2.151041667,6.765625,30.925,41.35208333,0.803125,293.9895833,0,0,202.709375,976.0166667
10-05-2023,128.9479167,308.5,38.22083333,33.2875,71.53020833,42.10416667,8.504513889,1.559375,35.30763889,2.024583333,4.450416667,30.66145833,37.15729167,0.764583333,274.1625,0,0,215.8270833,975.734375
11-05-2023,155.6195652,423.1992754,78.70434783,46.66376812,125.3677536,45.55724638,9.946014493,1.456666667,31.30757576,2.16547619,3.748214286,31.11811594,39.77717391,0.53442029,232.6822464,0,0,212.8945652,976.3427536
12-05-2023,86.21180556,284.0104167,37.875,54.975,92.321875,42.72083333,4.751041667,1.388541667,33.06111111,2.982971014,7.992391304,33.953125,38.234375,0.692708333,196.7166667,0,0,197.7927083,975.0208333
13-05-2023,90.60416667,293.8333333,26.39166667,48.615625,75.02083333,53.090625,6.215625,1.608680556,51.8875,2.770454545,5.077651515,34.81666667,38.13854167,0.759027778,101.8166667,0,0,183.5447917,974.490625
14-05-2023,91.19791667,320.875,21.85902778,39.73333333,61.51979167,57.80104167,6.383680556,1.240625,42.434375,2.893402778,6.661805556,34.50520833,38.58229167,0.939583333,170.2041667,0,0,168.228125,971.496875
15-05-2023,31.03125,209.96875,12.07210145,18.03125,29.61979167,43.93958333,4.539583333,0.87826087,37.10416667,0.959375,2.053125,34.49895833,37.63854167,1.053125,254.6947917,0,0,193.7072917,971.184375
16-05-2023,112.09375,471.2916667,14.065625,21.99791667,36.03125,41.19375,5.085069444,1.075,31.57291667,1.107986111,2.708680556,33.83958333,39.115625,1.061458333,266.746875,0,0,144.0385417,973.221875
17-05-2023,89.5,604.5,12.61458333,26.40138889,38.9875,40.00416667,7.284722222,1.086458333,25.27708333,2.045652174,3.276086957,33.58541667,40.69583333,0.835416667,232.1,0,0,147.3052083,974.2489583
18-05-2023,36.28125,156.1,3.7125,12.54791667,16.259375,45.35416667,4.104861111,0.898958333,47.28645833,0.81875,2.327083333,30.64270833,48.8125,1.479166667,245.3375,0.005208333,0.005208333,195.6625,978.6510417
19-05-2023,83.05208333,219.7916667,5.381597222,21.47083333,26.784375,48.31597222,6.378472222,1.113541667,43.87604167,1.86875,3.35,32.22291667,44.74791667,0.955208333,297.396875,0,0,208.0541667,975.7875
20-05-2023,68.70833333,243,40.46215278,32.109375,72.51041667,38.121875,6.269444444,1.336594203,36.71944444,1.7,3.884090909,33.97083333,40.484375,0.74375,272.1666667,0,0,213.6291667,973.4989583
21-05-2023,86.8125,318.8854167,72.43888889,44.87395833,117.321875,39.45104167,4.142013889,1.329347826,32.70486111,2.636742424,8.635984848,36.159375,37.75208333,0.671875,249.2,0,0,207.0270833,973.4083333
22-05-2023,53.77083333,292.09375,26.80208333,21.33263889,48.125,41.09305556,3.745486111,0.832291667,25.21041667,1.563194444,2.640277778,37.30138889,35.65243056,1.080208333,266.1239583,0,0,198.9697917,973.4173611
23-05-2023,37.39583333,224.0978261,11.49166667,15.525,26.95625,37.25416667,3.736805556,0.821180556,22.65104167,0.93125,1.313541667,37.04895833,36.15208333,1.297916667,264.153125,0,0,190.2958333,973.6583333
24-05-2023,25.13541667,137.0520833,6.781597222,14.28333333,21.05625,38.82638889,3.894791667,0.889930556,28.67743056,0.720486111,1.926388889,30.47395833,47.20138889,1.377777778,146.2986111,0,0,118.0072917,975.2100694
25-05-2023,19.95238095,123.8928571,5.856349206,14.06309524,19.79404762,38.0484127,2.84047619,0.866666667,41.61547619,0.702380952,1.94047619,30.73452381,46.23690476,0.963095238,187.8797619,0.238095238,0.104166667,215.9964286,974.6416667
26-05-2023,29.08928571,156.3461538,7.126172474,25.637874,34.01002944,34.48076923,3.996794872,1.410714286,39.27321429,1.308928571,4.578571429,32.10892857,43.99464286,0.823214286,201.6517857,0,0,238.7696429,975.7910714
27-05-2023,24.625,92.65625,10.54166667,38.65555556,49.08055556,49.36770833,2.75625,1.129166667,30.95520833,1.31875,4.123958333,27.96041667,57.56041667,0.953125,161.80625,0.192708333,0.192708333,173.4875,975.6229167
28-05-2023,46.70833333,154.1875,7.25625,28.025,35.26770833,63.971875,2.152430556,1.137152778,36.321875,1.364583333,4.023958333,30.7,53.65104167,0.735416667,152.4270833,0,0,174.8385417,976.2052083
29-05-2023,32.70833333,125.0520833,13.12152778,24.88229167,37.90520833,59.41041667,3.188888889,1.212847222,24.41354167,1.0625,3.505681818,27.25833333,61.15416667,0.867708333,164.65,0.020833333,0.020833333,137.51875,978.3125
30-05-2023,37.98958333,108.25,6.523958333,17.88854167,24.47291667,55.66875,1.860069444,0.978125,36.52916667,1.09375,2.85625,28.23333333,60.01979167,0.905208333,174.5489583,0.041666667,0.041666667,211.7552083,977.6895833
31-05-2023,38.13541667,81.67708333,12.16631944,19.646875,31.86423611,56.58368056,1.947916667,1.064583333,20.37291667,1.005208333,3.0875,25.1875,71.82291667,0.843402778,226.646875,0.015625,0.015625,180.01875,976.8666667
01-06-2023,46.65625,117.421875,12.45,25.7,38.275,53.4140625,2.502083333,1.083854167,19.215625,1.45625,6.8421875,25.4671875,67.3421875,0.631770833,231.94375,0,0,32.671875,976.3
02-06-2023,43.60416667,124,6.136458333,18.31458333,24.43680556,45.43923611,2.999652778,0.958333333,36.74965278,1.127083333,3.089583333,29.33958333,51.94583333,0.726041667,267.7239583,0,0,223.9291667,975.3895833
03-06-2023,52.48958333,180.5520833,33.05729167,30.79270833,63.91041667,46.684375,3.790625,1.482291667,28.04963768,1.757986111,6.559722222,30.73229167,51.4375,0.600347222,230.8302083,0,0,230.0697917,975.196875
04-06-2023,79.08333333,209.84375,11.99791667,32.809375,44.76875,56.46354167,2.623958333,1.211805556,28.46180556,2,5.125,29.803125,55.50104167,0.716666667,232.39375,0,0,94.45208333,974.671875
05-06-2023,70.46875,213.5208333,40.93020833,28.30833333,69.14166667,60.73541667,4.136458333,1.562681159,29.86145833,1.244047619,2.110714286,32.13125,52.25104167,0.703125,248.4270833,0,0,211.25,973.2385417
06-06-2023,49.09375,204.5909091,8.702083333,20.99583333,29.753125,48.94479167,2.021527778,0.823263889,45.28854167,0.837152778,2.689236111,32.81354167,45.26979167,0.939583333,221.6072917,0,0,211.225,973.103125
07-06-2023,62.77380952,330.8928571,15.52416667,27.58375,42.87833333,41.50438596,5.775,1.124603175,30.06785714,1.046590909,2.750757576,33.09318182,43.28977273,0.813095238,275.8242063,0,0,211.6083333,972.9026515
08-06-2023,51.96875,183.21875,9.76875,26.18854167,35.99895833,39.121875,6.788194444,1.222916667,41.646875,1.311458333,4.288541667,34.85416667,40.81354167,0.864583333,278.0916667,0,0,232.4322917,972.484375
09-06-2023,34.21875,154.0833333,9.011111111,19.45625,28.44166667,38.56597222,2.685763889,1.087152778,24.15625,0.902083333,2.15,34.36145833,44.61354167,1.083333333,273.0791667,0,0,220.01875,969.7145833
10-06-2023,31.14583333,170.8125,8.45625,16.79270833,25.28125,41.48854167,2.945833333,1.015972222,21.90520833,0.778125,1.587847222,34.80520833,44.01875,1.039583333,272.9947917,0,0,220.6791667,968.1135417
11-06-2023,32.72916667,157.3854167,4.546180556,12.81631944,17.28645833,35.18541667,2.630208333,0.971527778,37.23159722,0.615625,1.593402778,33.15694444,49.19722222,1.201388889,290.3215278,0.005208333,0.005208333,224.8697917,969.1163194
12-06-2023,51,217.2708333,5.64375,19.759375,25.37395833,38.68958333,4.217708333,1.225,28.79479167,1.30625,2.923958333,35.38333333,46.68333333,1.104166667,294.4583333,0,0,213.971875,967.9479167
13-06-2023,48.45833333,253.75,8.698958333,18.88958333,27.61145833,39.7125,5.190972222,1.022916667,14.71354167,1.271875,1.735416667,36.959375,43.52083333,1.34375,279.1458333,0,0,232.1770833,967.94375
14-06-2023,34.39583333,131,6.360416667,14.21458333,20.6375,33.67395833,3.696180556,0.936458333,19.64791667,0.685416667,1.358333333,35.75416667,43.74479167,1.446875,266.5197917,0,0,211.496875,969.0708333
15-06-2023,27.54166667,126.6666667,5.002083333,13.92083333,18.934375,32.00208333,3.923263889,0.937847222,25.49375,0.659722222,1.803125,33.95416667,45.84479167,1.3125,270.0260417,0,0,204.4541667,970.3822917
16-06-2023,36.28125,134.6979167,13.42708333,22.87291667,36.29270833,25.99583333,4.333333333,1.3,15.68863636,1.21875,3.759375,32.68020833,51.91145833,1.110416667,256.7822917,0,0,187.190625,970.559375
17-06-2023,32.67708333,118.3854167,9.780208333,19.79375,29.63958333,40.79583333,2.360069444,1.071875,18.33977273,0.966666667,3.389583333,33.31875,53.44895833,0.892708333,245.3010417,0,0,153.48125,970.415625
18-06-2023,28.28819444,98.19444444,7.323958333,18.39409722,25.74444444,42.66805556,2.6,1.085763889,13.47916667,0.822222222,2.318402778,32.37604167,56.61111111,1.159375,155.45,0.015625,0.015625,151.56875,970.6336806
19-06-2023,21.32291667,71.51041667,4.821527778,18.059375,22.82604167,43.128125,2.095833333,1.133680556,10.56875,1.066666667,4.717708333,29.95104167,64.28958333,1.086458333,118.00625,0.0625,0.0625,129.2875,969.5458333
20-06-2023,35.82291667,113.6666667,6.039236111,19.98784722,26.01840278,53.63333333,2.835416667,1.136111111,21.07881944,1.280208333,3.5875,32.88333333,55.98229167,0.964583333,117.0625,0,0,211.45,969.434375
21-06-2023,28.5625,106.6770833,8.401041667,19.59791667,28,38.13298611,2.282291667,1.123611111,13.09166667,0.613541667,2.454166667,31.66458333,61.76666667,0.898958333,217.8510417,0.005208333,0.005208333,161.7479167,970.3375
