Date,PM2.5 ,PM10,NO,NO2 ,NOx ,NH3,SO2,CO,Ozone ,Benzene,Toluene,AT,RH,WS,WD ,RF,TOT-RF,SR,BP
01-01-2019,144.83,426.93,97.69,65.89,114.66,56.04,19.59,2.68,19.46,7.56,51.85,12.91,74.95,0.68,233.61,0,0,71.28,994.36
02-01-2019,221.94,476.94,157.52,76.26,169.04,63.68,20.65,2.5,21.87,13.66,69.56,14.94,78.59,0.7,150.57,0,0,67.3,994.75
03-01-2019,320.09,527.85,75.18,55,90.5,66.72,15.68,2.86,13.74,7.58,50.85,11.83,86.88,0.92,258.56,0,0,71.47,995.7
04-01-2019,265.6,507.59,74.81,53.45,88.66,51.77,17.35,2.68,9.24,7.91,50.26,11.51,89.54,0.75,216.74,0,0,63.83,994.55
05-01-2019,273.43,511.93,88.44,67.71,108.16,56.12,17.97,2.94,17.11,8.39,64.77,14.44,71.94,0.94,103.98,0,0,80.15,993.05
06-01-2019,169.4,269.67,10.95,52.46,36.86,55.95,17.12,1.46,20.82,4.63,29.65,14.52,80.82,1.07,181.51,0.01,0.8,70.81,992.5
07-01-2019,167.94,358.59,61.89,45.79,74.68,53.55,19.64,2.06,13.6,5.05,38.68,12.16,89.13,0.73,270.89,0,0,77.7,994.06
08-01-2019,169.39,317.79,32.01,40.9,47.78,47.97,18.44,1.44,18.12,3.71,18.71,12.33,84.79,0.91,270.69,0,0,83.14,992.24
09-01-2019,165.56,316.18,25.98,42.95,44.01,38.93,20.09,1.34,23.74,3.43,17.81,12.55,74.81,1.01,286.39,0,0,88.28,991.5
10-01-2019,184.57,439.43,95.91,50.43,105.86,38.22,23.54,2.8,20.06,5.78,35.67,12.17,78.78,0.74,251.17,0,0,90.61,991.27
11-01-2019,323.05,574.55,218.31,90.34,215.46,50.33,25.32,3.81,14.38,12.37,109.74,13.31,74.94,0.6,123.57,0,0,82.82,992.84
12-01-2019,352.77,655.69,185.32,87.89,198.6,58.51,20.96,4.51,19.19,11.19,87.64,14.6,73.2,0.59,183.28,0,0,78.23,991.84
13-01-2019,262.57,457.54,47.29,64.11,72.7,59.18,20.53,2.25,23.91,6.39,44.03,15.96,76.78,0.81,225.19,0,0,73.97,993.77
14-01-2019,109.29,232.66,16.31,32.33,30.48,33.09,22.86,0.97,30.44,2.34,13.48,12.68,62.57,1.29,291.31,0,0,97.62,993.53
15-01-2019,153.98,320.85,48.83,41.53,61.99,32.27,22.33,1.75,23.32,3.78,20.76,10.55,73.27,1,268.67,0,0,82.33,992.61
16-01-2019,271.24,538.81,97.23,77.68,120.69,41.97,25.96,2.95,17.34,7.36,44.84,12.37,73.98,0.58,146.27,0,0,80.83,992.63
17-01-2019,362.86,615.96,159.89,86.21,154.23,45.08,26.55,4.17,23.5,10.02,79.11,13.29,76.06,0.66,234.38,0,0,82.37,990.91
18-01-2019,201.69,480.32,87.13,81.28,99.21,40.79,14.34,3.41,15.48,10.66,98.77,13.28,55.99,1.95,220.97,0,0,84.67,960.08
19-01-2019,275.73,368.75,136.7,58.98,142.92,47.55,21.53,2.28,22.13,9.09,67.14,14.32,77.61,0.61,230.53,0,0,91.78,991.55
20-01-2019,194.75,535.27,179.89,72.03,184.86,60.08,24.03,3.85,18.35,11.71,112.88,17.62,72.1,0.49,176.26,0,0,89.47,990.4
21-01-2019,81.12,275.28,22.92,48.51,44.5,55.44,18.62,1.42,18.78,4.46,27.88,17.16,81.51,1.36,108.72,0,0.4,48.28,987.78
22-01-2019,58.47,84.48,9.7,35.69,26.79,43.27,17.59,1.1,17.44,3,22.51,15.23,96.39,1.25,116.38,0.01,0.6,56.39,988.66
23-01-2019,138.32,266.56,65.35,35.81,72.31,35.98,19.8,2.1,13.88,6.16,44.69,12.62,94.8,0.72,228.85,0,0.4,79.41,992.03
24-01-2019,135.61,286.07,42.27,41.29,56.43,36.36,18.73,1.65,15.28,5.1,40.64,14.72,87.81,0.83,171.7,0,0.2,73.31,994.05
25-01-2019,100.98,169.68,13.06,31.62,27.47,28.17,19.52,0.96,27.33,2.71,21.44,13.85,80.8,1.06,275.91,0,0.2,81.81,994
26-01-2019,110.57,245.79,7.68,27.3,20.78,21.19,23.07,0.82,31.82,2.3,12.55,12.44,68.9,0.84,309.16,0,0.2,99.78,996.5
27-01-2019,80.31,281.4,15.11,30.5,28.57,23.46,21.96,0.92,24.06,2.76,12.56,10.29,74.46,1.05,282.95,0,0,77.95,996.62
28-01-2019,65.43,295.81,22.93,33.91,36.72,23.21,20.24,1.04,25.83,3.09,17.95,11.1,69.3,1.06,285.88,0,0.2,103.02,996.21
29-01-2019,121.02,341.52,39.22,37.08,51.68,25.44,28.51,1.4,24.16,4.76,24.7,11.53,68.01,0.94,291.63,0,0,102.95,994.77
30-01-2019,181.99,389.33,64.05,43.98,74.89,29.02,30.81,2.22,21.86,5.7,40.9,12.52,68.94,0.77,229.12,0,0.2,96.4,993.42
31-01-2019,87.44,365.79,55.94,46.59,70.79,60.51,24.08,1.83,21.38,5.96,47.93,15.08,63.85,1.07,127.81,0,0,72.54,992.32
01-02-2019,108.68,305.59,14.58,33.06,29.44,56.14,21.84,1.27,20.64,4.04,24.57,15.2,77.12,0.93,205.01,0,0.2,85.15,992.84
02-02-2019,64.82,314.26,14.4,20.19,22.49,48.02,16.29,1.17,20.31,3.64,17.98,11.5,94.28,1.11,286.93,0,0,63.08,993.03
03-02-2019,37.9,241.46,16.3,18.81,23.28,39.95,17.04,1.11,18.56,3.08,17.48,12.41,93.21,0.94,285.84,0,0,67.39,994.13
04-02-2019,105.15,289.78,59.87,28.46,63.92,33.82,17.43,2.4,19.27,5.46,37.97,12.91,84.25,0.71,248.3,0,0.2,98.13,994.62
05-02-2019,217.09,460.98,103.99,49.37,111.01,48.23,22.17,3.17,21.81,8.17,73.77,16.89,73.31,0.68,128.78,0,0,91.64,992.16
06-02-2019,141.34,247.7,13.7,33.32,28.84,51.63,19.43,1.32,21,3.95,21.54,18.94,82.9,1.17,139.7,0,0,85.89,986.93
07-02-2019,58.54,117.35,4.37,15.39,11.79,41.61,18.32,0.8,24.24,1.8,11.4,15.97,97.69,1.8,161.25,0,0.2,30.27,985.02
08-02-2019,54.8,148.44,27.18,21.88,33.76,27.75,15.45,1.08,21.87,3.16,25.61,13.66,74.64,0.9,247.02,0,0,116.79,990.94
09-02-2019,103.86,242.89,24.44,22.57,32.13,27.9,8.94,1.13,27.59,2.7,18.3,12.93,77.19,0.95,281.72,0.01,0.6,121.81,993.09
10-02-2019,176.46,393.58,44.47,26.4,50.33,30.59,11.26,1.72,22.75,4.09,24.94,13.24,77.68,0.78,255.45,0,0,110.53,994.6
11-02-2019,183.01,463.9,77.78,35.31,82.26,32.73,10.36,2.65,22.99,6.23,48.64,14.25,77.31,0.57,248.33,0,0,96.91,994.98
12-02-2019,170.01,523.18,62.8,41.71,73.4,42.91,8.98,2.74,28.23,6.94,66.67,16.35,79.32,0.61,191.14,0,0,88.75,995
13-02-2019,195.21,432.64,53.83,46.28,68.49,45.15,12.23,2.18,23.03,3.73,32.31,18.45,71.71,0.66,164.76,0,0,103.03,994.16
14-02-2019,82.29,243.01,7.11,31.56,22.59,42.12,10.36,1.25,30.89,0,0,17.59,89.29,1.25,128.25,0.01,1,49.06,989.85
15-02-2019,94.86,225.87,23.6,33.06,36.83,34.35,18.01,1.25,23.4,0,0,16.37,85.56,0.82,235.06,0,0,88.31,990.13
16-02-2019,113.92,223.04,13.29,27.39,25.39,31.86,19.91,1.16,29.6,0,0,14.86,92.62,1.08,292.48,0,0,65.91,991.66
17-02-2019,80.32,244.66,25.27,39.02,41.26,26.71,21.77,1.28,39.54,0,0,14.97,81.89,0.92,270.78,0,0,114.65,988.57
18-02-2019,47.61,279.78,26.05,53.62,49.74,31.06,25.05,1.22,39.76,0,0,18.74,66.32,1.21,149.62,0.01,1,115.53,984.08
19-02-2019,105.18,295.7,59.62,63.37,82.34,37.83,23.31,2.25,28.66,0,0,18.23,81.34,0.67,180.02,0,0,107.14,987.16
20-02-2019,94.41,209.03,45.9,62.12,70.5,42.49,22.43,1.66,7.02,0,0,18.4,86.09,0.97,83.73,0,0.2,40.62,992.15
21-02-2019,48.02,273.47,69.04,52.3,84.1,33.5,25.23,1.81,26.23,0,0,21.28,69.2,0.89,117.76,0,0,122.71,990.85
22-02-2019,60.32,151.6,8.04,26.21,20.5,34.58,20.08,0.92,31.38,0,0,18.6,76.09,1.28,313.17,0,0,101.21,991.21
23-02-2019,36.91,158.5,8.53,31.71,23.86,22.27,24.83,0.86,54.97,0,0,16.09,63.42,1.24,303.91,0,0,150.26,989.67
24-02-2019,47.41,278.96,28.56,46.19,47.94,24.44,34.53,1.38,63.98946641,0,0,16.56,68.68,0.9,244.81,0,0,142.27,986.53
25-02-2019,43.59,220.26,48.88,57.59,70.46,26.5,22.17,1.32,73.78,0,0,17.61,66.36,1,116,0.01,0.6,131.13,985.76
26-02-2019,58.19,163.65,17.23,52.32,42.01,27,27.22,0.99,31.7,0,0,16.36,61.13,1.12,113.07,0,0,85,985.96
27-02-2019,51.02,139.05,13,45.46,34.77,22.8,23.83,0.96,18.99,0,0,13.47,84.95,0.97,89.78,0,0,65.16,986.46
28-02-2019,104.88,267.48,31.68,39.73,46.94,24.74,34.61,1.21,43.78,0,0,14.94,68.52,1.03,243.91,0,0,153.75,989.78
01-03-2019,105.96,247.23,32.37,44.22,49.92,21.33,27.96,1.34,45.44,0,0,16.17,62.94,0.93,272.43,0,0,161.44,990.14
02-03-2019,112.16,200.42,34.34,61.6,60.76,27.06,27.86,1.47,17.26,0,0,15.41,84.38,0.93,150.02,0.02,1.8,40.28,990.65
03-03-2019,58.08,155.73,26.42,43.39,44.59,20.43,22.17,1.36,31.53,0,0,17.2,85.31,0.99,131.08,0,0.4,125.09,987.41
04-03-2019,100.39,213.19,61.12,35.66,69.82,21.82,22.76,1.74,40.51,0,0,17.94,84.43,1.05,266.55,0,0,123.01,984.26
05-03-2019,69.6,210.69,20.74,34.22,35.1,12.68,25.15,1.06,41.18,0,0,17.13,74.25,1.05,307.97,0,0,142.5,985.43
06-03-2019,83.67,246.65,40.32,39.14,53.81,12.05,25.02,1.67,45.05,0,0,17.64,66.04,1.03,259.73,0,0,171.54,986.49
07-03-2019,105.41,278.85,44.38,50.12,62.82,14.39,28.8,1.59,45.04,0,0,18.95,62.12,0.92,234.6,0,0,168.31,986.74
08-03-2019,84.57,278,32.58,54.75,55.76,15.85,26.97,1.56,45.82,0.98,15.46,20.22,59.93,1.02,154.45,0,0,138.93,988.49
09-03-2019,74.78,219.24,13.88,33.95,29.43,16.91,33.35,0.97,12.54,1.05,9.61,20.12,55.77,1.19,303.92,0,0,154.76,988.04
10-03-2019,78.07,261.17,25.92,43.46,44.24,12.81,29.39,1.44,40.33,2.21,17.96,20.16,49.89,0.91,235.28,0,0,162.83,988.12
11-03-2019,68.96,276.58,29.15,53.66,52.3,16.05,29.49,1.49,41.4,2.47,21.84,22.01,51.17,1.44,149.7,0,0,127.68,987.82
12-03-2019,60.28,187.1,8.34,36.52,26.09,16.97,25.96,1.07,45.91,1.57,18.71,21.34,53.97,1.2,182.02,0,0,123.43,990
13-03-2019,91.48,358.4,54.22,65.34,79.38,15.23,33.56,2.17,30.25,5.38,49.85,19.86,55.26,0.76,147.05,0,0,67.87,990.54
14-03-2019,104.35,301.24,59.44,47.81,72.41,20.41,25.05,1.78,23.21,4.97,63.63,17.72,75.1,1.27,220.29,0,0,91.27,991.13
15-03-2019,84.31,200.65,21.35,29.99,33.34,16.29,23.23,1.1,37.92,1.37,14.07,18.22,69.18,1.12,297.6,0,0,170.41,992.35
16-03-2019,79.88,208.19,9.94,38.86,28.77,12.66,28.46,1.11,58.85,1.46,14.03,19.84,55.45,0.99,292.99,0,0,164.97,990.76
17-03-2019,109.06,248.49,10.57,41.28,30.58,14.11,36.23,1.18,51.33,1.67,14.24,20.76,56.94,0.9,247.47,0,0,153.76,988.72
18-03-2019,110.79,279.66,27.78,43.91,46.07,13.68,38.46,1.43,58.4,1.99,16.99,20.78,59.51,0.85,271.32,0,0,162.8,988.02
19-03-2019,105.89,306.05,28.58,50.66,50.24,14.17,34.95,1.33,42.27,2.14,22.65,23.09,53.86,0.92,224.11,0,0,182.06,984.98
20-03-2019,79.55,276.23,18.82,55.22,44.67,14.42,31.85,1.43,46.36,2.19,16.45,26.08,42.72,1.09,192.07,0,0,122.96,982.79
21-03-2019,123.43,256.66,6.69,32.65,22.82,22,34.33,1.4,64.46,2.43,14.68,25.05,51.03,1.06,208.56,0,0,133.73,986.06
22-03-2019,38.53,148.52,5.06,25.15,17.5,14.45,25.18,0.68,59.55,1.54,10.82,23.38,40.36,1.31,315.8,0,0,160.42,988.15
23-03-2019,70.56,176.08,3.24,26.95,16.97,21.56,32.47,0.79,69.3,1.43,12.47,23.23,44.39,1.32,311.32,0,0,128.65,987.19
24-03-2019,60.49,155.83,3.87,22.26,15.01,25.74,28.14,0.79,54.66,1.23,9.02,23.71,49.56,1.39,301.15,0,0,155.33,985.78
25-03-2019,83.02,206.57,5.74,28.02,19.59,29.68,34.06,0.92,41.83,2.01,20.61,22.88,63.58,1.27,293.58,0,0,138.72,986.31
26-03-2019,92.74,227.97,10.8,36.72,28.19,28.13,30.44,1.11,50.66,2.29,16.48,23.24,57.51,1.06,300.25,0,0,168.07,987.6
27-03-2019,73.99,243.04,43,49.16,61.25,24.51,29.44,1.76,52.9,3.94,36.74,24.39,47.2,0.98,276.35,0,0,163.22,988.61
28-03-2019,97.67,354.73,71.66,64.8,92.86,32.76,28.67,2.36,48.56,5.33,66.01,26.43,48.46,0.72,237.97,0,0,176.75,986.5
29-03-2019,101.54,338.07,93.37,71.07,113.85,45.44,25.64,2.71,51.35,9.93,132.22,28.52,54.93,0.74,195.68,0,0,151.98,983.07
30-03-2019,97.01,347.42,48.24,67.58,75.25,50.5,26.82,1.79,58.41,5.52,67.74,30.37,50.8,0.9,187.38,0,0,143.44,981.96
31-03-2019,52.25,199.43,4.04,33.61,21.17,31.15,24.73,0.81,68.21,1.58,14.11,28.55,37.17,1.29,321.11,0,0,201.77,983.27
01-04-2019,71.96,272.33,7.09,33.72,23.68,21.76,34.8,0.91,71.57,1.81,10.28,26.71,36.87,1.41,302.55,0,0,218.26,983.54
02-04-2019,91.49,274.9760996,17.15,47.5,39.25,19.88,40.33,1.22,65.84,2.57,20.1,27.44,35.91,0.97,264.39,0,0,205.75,984.14
03-04-2019,104.85,277.8537566,44.01,57.33,66.42,26.37,34.61,1.93,56.04,6.07,54.93,27.84,38.08,1,230.93,0,0,212.3,983.36
04-04-2019,101.4,280.7314136,73.12,77.69,101.75,35.55,38.08,2.2,63.58,7.24,77.48,30.41,38.19,0.81,170.4,0,0,190.9,983.74
05-04-2019,131.55,283.6090706,92.55,69.93,112.66,41.03,42.21,2.78,43.15,7.05,83.01,30.98,39.82,0.81,253.73,0,0,183.38,982.68
06-04-2019,86.42,286.4867276,26.13,53.62,49.53,33.61,33.04,1.52,50.61,4.04,37.97,32.14,32,0.87,197.21,0,0,179.27,981.67
07-04-2019,129.97,289.3643845,19.71,51.87,43.47,55.94,29.02,1.49,54.51,4.21,32.55,30.3,52,1.17,134.87,0.02,1.6,142.39,980.93
08-04-2019,56.09,292.2,15.51,53.97,41.28,42.27,22.07,1.07,51.92,1.84,17.33,28.75,46.57,1.01,145.1,0,0,177.6,981.86
09-04-2019,68.09,307.1,34.06,64.06,61.82,35.89,29.88,1.8,54.5,4.04,38.39,30.3,39.97,0.86,118.21,0,0,144.58,981.23
10-04-2019,90.05,290.9,42.09,59.78,66.12,40.99,31.58,1.71,70.82,5.29,47.79,31.76,37.99,0.94,202.02,0,0,133.88,982.17
11-04-2019,69.8,269.1,18.38,51.01,42.11,33.95,34.3,1.26,55.46,3.09,34.29,32.81,30.88,1.02,196.59,0,0,171.23,982.14
12-04-2019,51.86,270.43,4.77,37.34,23.76,34.26,25.19,1.05,70.38,2.07,25.13,31.38,33.59,1.45,164.01,0,0,154.77,982.66
13-04-2019,52.36,229.65,6.38,36.77,24.79,33.14,30.23,0.99,56.6,1.57,27.3,31.96,31.17,1.59,159.42,0,0,188.67,983.44
14-04-2019,52.66,205.08,4.79,29.52,19.61,26.66,32.39,0.92,54.08,1.36,12.07,31.97,31.52,1.21,244.91,0,0,191.41,983.32
15-04-2019,51.11,246.47,32.12,43.67,49.41,24.04,43.6,1.71,48.86,2.59,25.33,33.32,29.25,1.07,262.13,0,0,197.83,981.33
16-04-2019,44.99,187.01,5.54,29.26,20.08,32.02,20.62,0.74,57.95,1.04,10.56,25.75,54.91,2.28,171.1,0.04,3.8,94.45,985.01
17-04-2019,15.33,65.5,3.85,29.19,18.59,28.17,17.49,0.66,58.97,0.55,6.24,22.74,66.94,1.69,165.04,0.01,0.6,131.75,985.88
18-04-2019,39.01,127.71,6.6,40.87,27.13,25.24,25.64,0.99,62.92,1.57,14.21,24.83,51.51,0.94,188.93,0,0.2,149.12,985.91
19-04-2019,93.41,234.66,16.51,48.44,39.17,26.84,30.42,1.31,53.02,2.13,16.83,26.04,42.36,0.81,274.15,0,0,167.2,983.44
20-04-2019,111.75,317.24,34.71,58.12,59.23,26.68,36.94,1.8,59.78,2.98,25.82,27.92,38.51,0.69,245.51,0,0,178.62,981.01
21-04-2019,88.26,306.24,42.54,56.51,64.67,27.31,29.33,2.05,60.77,3.64,31.42,30.41,33.1,0.93,236.17,0,0,103.17,979.05
22-04-2019,104.14,352.07,62.63,75.47,91.15,35.3,31.97,2.31,56.53,4.76,50.21,32.06,34.53,0.68,233.63,0,0,188.96,979.43
23-04-2019,109.48,373.82,49.25,65.43,75.01,35.16,37.69,2,55.92,3.86,39.44,33.45,31.53,0.78,240.91,0,0,198.45,980.47
24-04-2019,74.5,330.28,15.69,58.51,43.9,34.16,26.21,1.53,73.97,2.83,25.29,35.27,30.04,0.93,180.55,0,0,179.52,981.59
25-04-2019,73.81,326.82,3.41,45.07,26.76,40,23.77,1.3,80.18,2.61,17.16,34.93,34.28,1.31,133.89,0,0,174.26,981.57
26-04-2019,84.35,303.98,20.77,51.39,44.16,34.23,41.24,1.52,54.92,3.65,29.26,33.96,27.01,0.89,282,0,0,193.95,981.09
27-04-2019,66.16,331.6,6.16,32.38,22.19,24.29,30.71,0.93,70.12,1.74,12.45,34.53,20.73,1.44,305.94,0,0,212.45,980.41
28-04-2019,74.02,322.7,12.49,37.44,29.98,18.31,37.06,1,62.66,2.19,14.15,34.2,17.72,1.29,299.1,0,0,229.14,979.36
29-04-2019,96.39,402.56,44.53,54.58,65.38,20.2,42.27,2.08,63.56,4.62,37.25,34.7,17.93,1.01,251.23,0,0,219.71,978.44
30-04-2019,85.71,381.96,30.52,73.97,64.18,25.04,38.13,1.77,54.89,5.25,36.78,36.2,16.25,1.11,144.25,0,0,201.71,975.76
01-05-2019,106.14,418.8,39.92,74.4,72.14,32.86,40.83,2.24,48.33,6.14,38.16,34.61,23.18,0.81,157.6,0,0,200.66,975.1
02-05-2019,67.02,352.64,7.1,38.54,26.28,35.4,25.06,1.13,84.41,3.11,21.79,32.82,27.5,2.17,78.32,0,0,181.3,977.49
03-05-2019,50.08,194.56,14.33,47.65,37.03,31.61,27.18,1.21,81.08,2.95,20.66,30.99,33.74,1.47,94.93,0.02,1.6,202.06,979.77
04-05-2019,122.05,300.56,10.46,45.94,32.96,40.86,29.66,1.16,56.01,3.66,28.65,29.96,35.93,1,232.47,0,0,279.53,981.66
05-05-2019,62.02,276.38,50.19,54.75,70.26,21.74,30.06,2.12,87.45,3.62,34.69,35.42,15.8,1.05,276.66,0,0,274.97,980.7
06-05-2019,125.24,351.1,65.41,61.19,86.48,25.06,39.44,2.38,62,5.43,40.82,32.77,18.96,0.94,288.8,0,0,219.68,978.75
07-05-2019,144.71,506.55,96.99,60.98,111.47,30.98,34.62,2.9,26.36,6.01,53.88,33.24,20.47,1.03,274.51,0,0,202.84,977.24
08-05-2019,144.35,505.22,50.65,52.47,68.72,32.05,36.94,1.91,24.05,5.19,39.45,34.16,20.22,1.12,265.45,0,0,202.24,977.36
09-05-2019,113.45,478.38,27.37,43.72,45.14,26.66,31.39,1.36,48.08,2.88,17.56,34.48,19.89,1.36,268.37,0,0,201.53,976.55
10-05-2019,68.33,347.98,8.85,33.64,25.09,22.85,25.61,0.98,57.3,2,12.41,34.66,19.53,1.21,273.43,0,0,207.37,977.59
11-05-2019,105.18,346.71,4.43,32.33,20.67,29.55,31.93,1,83.24,2.7,15.91,33.14,27.48,1.2,272.13,0,0,195.24,979.95
12-05-2019,169.14,499.28,9.59,37.84,28.14,27.83,33.01,1.29,69.14,2.55,14.31,32.94,28.21,1.21,297.74,0,0,204.21,979.56
13-05-2019,206.63,473.96,8.03,43.49,29.73,30.73,47.17,1.44,87.28,3.72,15.72,32.11,33.79,1.24,223.94,0.04,3.4,155.28,978.15
14-05-2019,53.7,213.14,9.62,40.49,29.36,35.49,24.52,1.17,75.77,2.16,16.59,30.28,41.53,0.84,235.6,0,0,212.74,979.16
15-05-2019,71.79,283.36,25.95,68.93,57.8,45.61,30.42,1.43,48.37,4.33,35.03,29.64,47.01,1.26,108.35,0,0.4,142.18,980.68
16-05-2019,74.26,311.03,20.27,51.61,43.92,45.45,20.81,1.3,59.77,3.45,29.63,30.49,43.23,1.06,242.61,0,0.4,140.21,980.75
17-05-2019,67.57,337.79,18.86,44.85,39.22,45.26,22.27,1.25,51.1,3.01,27,28.75,53.63,1.24,209.06,0.02,2.2,151.31,980.69
18-05-2019,44.01,146.7,3.35,29.33,18.34,48.79,22.94,0.88,67.4,1.35,10.8,27.23,65.13,1.06,291.82,0,0,202.58,980.54
19-05-2019,105.04,323.41,13,48.98,36.58,33.57,28.27,1.25,75.91,2.75,14.48,30.9,41.37,0.88,290.21,0,0,216.78,980.57
20-05-2019,117.01,350.75,18.77,52.8,43.33,27.36,31.52,1.32,65.43,3.07,17.53,32.92,33.53,0.9,275.21,0,0,208.43,980.96
21-05-2019,85.81,285.86,12.43,44.42,33.74,25.35,32.3,1.04,66.31,2.28,11.76,33.72,31.92,1,277.07,0,0,200.42,979.68
22-05-2019,76.39,305.32,43.07,47.49,60.42,28.05,33.32,1.65,41.03,4,28.22,32.87,36.32,0.76,255.08,0,0,115.25,978.23
23-05-2019,87.25,288.12,15.98,47.26,37.96,34.09,26.65,1.18,67.68,3.18,21.87,32.39,43.48,0.93,215.24,0.02,1.6,164.48,977.59
24-05-2019,43.82,183.48,14.09,41.7,33.65,58.59,24.01,1.17,42.59,3.05,32.65,29.43,60.03,1.25,221.38,0,0.2,189.4,979.23
25-05-2019,43.74,170.35,2.51,24.87,15.3,33.67,21.56,0.81,84.08,1.38,14.1,32.06,39.82,1.33,317.71,0,0,242.06,978.57
26-05-2019,67.17,203.08,5.66,35.3,23.41,23.07,33.34,0.93,82.83,2.08,14.97,33.4,30.1,1.09,303.95,0,0,246.42,977.16
27-05-2019,68.36,255.48,10.93,48.73,34.72,19.31,30.8,1.1,70.58,2.63,19.25,35.2,23.66,1.02,258.84,0,0,215.17,976.37
28-05-2019,78.22,275.53,20.34,53.99,45.27,19.71,35.18,1.21,69.28,3.06,23.83,34.91,19.78,1.02,289.76,0,0,164.2,975.84
29-05-2019,86.44,265.99,47.65,56.07,68.73,21.68,34.71,1.94,70.62,4.07,28.05,35.82,22.83,0.84,264.93,0,0,225.36,974.51
30-05-2019,95.41,374.84,71.63,61.09,90.75,24.47,31.05,2.03,57.79,5.37,40.71,37.2,21.86,0.81,281.83,0,0,231.13,973.56
31-05-2019,79.76,437.6,47.36,47.58,63.99,23.17,32.77,1.74,54.88,4.48,25.06,37.32,20.08,0.99,270.13,0,0,223.57,973.92
01-06-2019,82.96,404.26,18.07,50.91,41.81,31.16,24.97,1.33,58.53,3.53,27.54,37.91,26.2,0.92,157.86,0,0,218.04,974.04
02-06-2019,70.81,313.14,2.4,35.41,20.81,70.92,21.69,1.27,74.95,2.08,15.27,37.36,41.11,1.25,95.33,0,0,201.92,974.31
03-06-2019,60.86,394.08,2.26,28.24,16.86,64.47,19.38,0.97,72.86,1.62,10.74,35.64,43.15,1.53,115.02,0,0,197.55,974.96
04-06-2019,53.52,272.81,4.47,41,25.44,37.79,24.26,1.21,85.52,2.14,16.5,35.68,40.48,1.28,102.76,0,0,207.11,975.41
05-06-2019,69.16,321.54,6.59,46.68,30.16,37.44,25.26,1.33,84.85,3.1,20.02,37.35,35.39,1.06,109.32,0,0,192.03,974.58
06-06-2019,67.92,376.75,10.85,40.85,30.58,26.51,25.74,1.01,65.72,2.31,18.27,36.94,29.55,1.09,199.79,0,0,175.83,975.04
07-06-2019,54.51,263.72,2.75,39.61,23.3,30.27,25.1,1.12,87.13,2.67,18.64,34.78,39.89,1.35,110.94,0,0,213.84,978
08-06-2019,91.84,334.06,25.16,58.46,51.62,29.73,28.11,1.93,84.57,3.97,25.59,37.49,32.53,0.88,205.26,0,0,220.52,976.17
09-06-2019,120.26,517.46,45.5,63.55,70.49,27.57,38.07,1.93,56.09,5.87,38.05,37.72,24.65,0.81,173.81,0,0,208.58,973.65
10-06-2019,108.89,346.25,47.59,73.32,77.73,27.59,32.67,2.27,53.91,5.12,40.78,38.53,23.59,0.95,237.15,0,0,177.67,970.76
11-06-2019,110.72,536.58,33.01,47.88,52.48,26.7,20.61,1.38,37.4,3.44,26.19,38.32,19.97,1.23,261.37,0,0,178.21,971.02
12-06-2019,65.36,344.04,3.23,29.39,18.28,36.83,17.98,0.84,76.04,2.06,12.59,35.56,35.69,2.05,106.69,0,0,197.75,973.88
13-06-2019,48.36,244.96,6.26,38.58,25.67,31.16,22.01,1.01,62.27,1.9,14.87,36.66,34.78,1.26,209.35,0,0,203.89,974.01
14-06-2019,52.76,254.54,29.22,44.22,47.38,23.04,24.54,1.25,69.83,2.71,20.21,36.82,26.57,1.16,292.72,0,0,225.32,972.95
15-06-2019,92.88,418.07,13.17,39.12,31.57,22.31,26.3,0.99,68.06,2.67,17.12,37.18,22.73,1.29,282.56,0,0,202.32,972.42
16-06-2019,38.56,183.15,4.21,20.65,14.23,30.52,19.07,0.71,50.6,0.91,6.11,31.06,54.54,1.77,275.36,0,0,123.25,974.78
17-06-2019,46.34,210.77,8.86,32.57,24.52,30.71,23.6,0.92,43.41,1.82,11.1,30.33,50.14,1.57,235.37,0,0,84.27,974.35
18-06-2019,30.99,151.22,9.57,34.48,26.12,26.35,17.41,0.9,65.75,1.75,16.8,28.19,61.86,1.59,248.86,0.01,0.8,178.16,976.05
19-06-2019,78.52,307.75,9.5,43.65,31.09,35.05,20.33,1.04,48.48,2.71,26.1,31.81,51.28,1.09,183.9,0,0,203.98,974.87
20-06-2019,47.36,258.38,5.15,33.79,22.11,31.06,21.03,0.92,96.37,1.74,12.94,33.3,46.21,1.13,159.57,0,0,219.74,976.05
21-06-2019,68.27,288.47,5.04,45.01,28.11,30.87,23.97,1.24,78.09,3.1,23.66,34.52,44.96,1,178.81,0,0.4,165.44,976.1
22-06-2019,78.99,329.54,4.94,41.27,25.89,29.95,27.67,0.98,101.31,2.41,17.9,35.42,37.27,0.97,161.81,0,0,225.35,975.37
23-06-2019,46.33,235.35,2.18,22.99,14.01,36.74,19.2,0.91,80.38,1.47,9.56,35.15,47.93,1.25,108.21,0,0,209.28,975.54
24-06-2019,30.09,198.4,3.38,24.72,15.89,35.62,18.97,0.94,49.44,1.38,10.58,31.49,63.93,1.34,103.87,0,0,127.18,977.63
25-06-2019,58.06,258.02,4.15,40.41,24.84,33.11,19.21,1.18,64.45,2.43,19.5,33.8,56.16,0.83,127.55,0,0,145.8,976.2
